player_id,player,pos,squad,age,standard_club,born,matches_played,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,goals,assists,standard_performance_g+a,standard_performance_g-pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g+a,standard_per_90_minutes_g-pk,standard_per_90_minutes_g+a-pk,shooting_90s,shooting_standard_gls,shots,shots_on_target,shooting_standard_sot%,shooting_standard_sh/90,shooting_standard_sot/90,shooting_standard_g/sh,shooting_standard_g/sot,shooting_standard_pk,shooting_standard_pkatt,misc_90s,yellow_cards,red_cards,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,playingtime_playing_time_mp,playingtime_playing_time_min,playingtime_playing_time_mn/mp,playingtime_playing_time_min%,playingtime_playing_time_90s,playingtime_starts_starts,playingtime_starts_mn/start,playingtime_starts_compl,playingtime_subs_subs,playingtime_subs_mn/sub,playingtime_subs_unsub,playingtime_team_success_ppm,playingtime_team_success_ong,playingtime_team_success_onga,playingtime_team_success_+/-,playingtime_team_success_+/-90,playingtime_team_success_on-off,minutes,played
263,Issa Diop,DF,ma Morocco,29,,1997,5,5,476,5.3,1,0,1,1,0,0,3,0,0.19,0.0,0.19,0.19,0.19,5.3,1,1,1,100.0,0.19,0.19,1.0,1.0,0,0,5.3,3,0,0,4,1,0,0,7,1,,,0,5,476.0,95.0,83.5,5.3,5,95.0,4,0,,1,1.6,5.0,4.0,1.0,0.19,-2.68,476,True
264,El Hadji Malick Diouf,DF,sn Senegal,21,,2004,3,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.9,0,0,0,,0.0,0.0,,,0,0,1.9,0,0,0,2,0,0,8,1,1,,,0,3,171.0,57.0,43.8,1.9,2,72.0,1,1,28.0,1,0.0,2.0,6.0,-4.0,-2.11,-4.16,171,True
265,Ritsu Doan,MF,jp Japan,27,,1998,4,4,278,3.1,0,1,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32,3.1,0,1,0,0.0,0.32,0.0,0.0,,0,0,3.1,0,0,0,6,4,0,5,1,1,,,0,4,278.0,70.0,77.2,3.1,4,70.0,0,0,,0,1.25,6.0,4.0,2.0,0.65,-0.45,278,True
266,Jeremy Doku,MF,be Belgium,24,,2002,5,4,309,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4,0,3,1,33.3,0.87,0.29,0.0,0.0,0,0,3.4,0,0,0,4,18,0,6,3,1,,,0,5,309.0,62.0,54.2,3.4,4,71.0,1,1,24.0,0,2.0,5.0,5.0,0.0,0.0,-2.41,309,True
267,Merchas Doski,DF,iq Iraq,26,,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0,3.0,1,0,0,3,8,0,4,6,9,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,1.0,12.0,-11.0,-3.67,,270,True
268,David Douděra,MF,cz Czechia,28,,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,0,0.0,4.0,0.0,0.0,,0,0,1.0,0,0,0,0,1,0,5,1,0,,,0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,0.0,3.0,-3.0,-3.0,-2.5,90,True
269,Désiré Doué,MF,fr France,21,,2005,8,4,400,4.4,1,1,2,1,0,0,0,0,0.23,0.23,0.45,0.23,0.45,4.4,1,13,8,61.5,2.93,1.8,0.08,0.13,0,0,4.4,0,0,0,4,8,0,3,2,6,,,0,8,400.0,50.0,55.6,4.4,4,74.0,1,4,26.0,0,2.25,9.0,6.0,3.0,0.68,-1.29,400,True
270,Guéla Doué,DF,ci Côte d'Ivoire,23,,2002,4,3,277,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.1,0,1,0,0.0,0.32,0.0,0.0,,0,0,3.1,1,0,0,6,5,0,12,3,5,,,0,4,277.0,69.0,76.9,3.1,3,89.0,2,1,9.0,0,1.5,3.0,3.0,0.0,0.0,-1.08,277,True
271,Deroy Duarte,MF,cv Cabo Verde,26,,1999,4,2,264,2.9,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,2.9,1,3,2,66.7,1.02,0.68,0.33,0.5,0,0,2.9,0,0,0,4,1,0,1,6,5,,,0,4,264.0,66.0,67.7,2.9,2,95.0,1,2,38.0,0,0.75,2.0,2.0,0.0,0.0,0.71,264,True
272,Laros Duarte,MF,cv Cabo Verde,29,,1997,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8,0,3,3,100.0,1.63,1.63,0.0,0.0,0,0,1.8,0,0,0,0,2,0,2,2,1,,,0,4,166.0,42.0,42.6,1.8,2,63.0,0,2,20.0,0,0.75,1.0,1.0,0.0,0.0,0.4,166,True
273,Denzel Dumfries,"DF,MF",nl Netherlands,30,,1996,4,4,390,4.3,0,2,2,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,4.3,0,5,2,40.0,1.15,0.46,0.0,0.0,0,0,4.3,0,0,0,6,3,1,16,1,6,,,0,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,390,True
274,Jean-Kevin Duverne,DF,ht Haiti,28,,1997,2,2,169,1.9,0,1,1,0,0,0,0,0,0.0,0.53,0.53,0.0,0.53,1.9,0,1,0,0.0,0.53,0.0,0.0,,0,0,1.9,0,0,0,2,1,1,1,4,2,,,0,2,169.0,85.0,62.6,1.9,2,85.0,1,0,,1,0.0,2.0,6.0,-4.0,-2.13,-0.35,169,True
275,Lyndon Dykes,"FW,MF",sct Scotland,30,,1995,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,0,0.0,2.5,0.0,0.0,,0,0,0.4,0,0,0,2,0,0,1,0,0,,,0,2,36.0,18.0,13.3,0.4,0,,0,2,18.0,1,1.5,0.0,0.0,0.0,0.0,1.15,36,True
276,Edin Džeko,FW,ba Bosnia–Herz,40,,1986,3,3,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0,3,0,0.0,1.53,0.0,0.0,,0,0,2.0,1,0,0,1,2,0,0,1,0,,,0,3,176.0,59.0,48.9,2.0,3,59.0,0,0,,1,1.0,2.0,2.0,0.0,0.0,1.47,176,True
277,Roshon van Eijma,DF,cw Curaçao,28,,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,0.2,0,0,0,0,0,0,0,0,0,,,0,1,15.0,15.0,5.6,0.2,0,,0,1,15.0,2,1.0,0.0,0.0,0.0,0.0,2.82,15,True
278,Anthony Elanga,"MF,FW",se Sweden,24,,2002,4,2,217,2.4,2,0,2,2,0,0,0,0,0.83,0.0,0.83,0.83,0.83,2.4,2,3,3,100.0,1.24,1.24,0.67,0.67,0,0,2.4,0,0,0,0,7,1,12,2,0,,,0,4,217.0,54.0,60.3,2.4,2,90.0,2,2,19.0,0,1.0,3.0,5.0,-2.0,-0.83,-0.2,217,True
279,Meschak Elia,"FW,MF",cd Congo DR,28,,1997,2,0,46,0.5,0,1,1,0,0,0,0,0,0.0,1.96,1.96,0.0,1.96,0.5,0,2,1,50.0,3.91,1.96,0.0,0.0,0,0,0.5,0,0,0,2,0,0,2,1,0,,,0,2,46.0,23.0,12.8,0.5,0,,0,2,23.0,2,1.5,2.0,2.0,0.0,0.0,0.0,46,True
280,Callan Elliot,DF,nz New Zealand,26,,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,0,0,0,0,0,1,,,0,1,13.0,13.0,4.8,0.1,0,,0,1,13.0,2,1.0,0.0,0.0,0.0,0.0,2.1,13,True
281,Eren Elmalı,DF,tr Türkiye,25,,2000,2,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,0,,0.0,0.0,,,0,0,1.2,1,0,0,2,1,0,1,2,1,,,0,2,111.0,56.0,41.1,1.2,1,90.0,1,1,21.0,1,1.5,3.0,2.0,1.0,0.81,2.51,111,True
282,Nico Elvedi,DF,ch Switzerland,29,,1996,6,6,600,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,6.7,0,3,0,0.0,0.45,0.0,0.0,,0,0,6.7,1,0,0,5,6,0,0,6,2,,,0,6,600.0,100.0,100.0,6.7,6,100.0,6,0,,0,1.83,10.0,6.0,4.0,0.6,,600,True
283,Breel Embolo,FW,ch Switzerland,29,,1997,6,6,501,5.6,2,2,4,1,1,1,2,1,0.36,0.36,0.72,0.18,0.54,5.6,2,10,5,50.0,1.8,0.9,0.2,0.4,1,1,5.6,2,1,1,9,11,4,1,2,0,,,0,6,501.0,84.0,83.5,5.6,6,84.0,1,0,,0,1.83,8.0,3.0,5.0,0.9,1.81,501,True
284,Julio Enciso,FW,py Paraguay,22,,2004,5,5,386,4.3,1,2,3,1,0,0,0,0,0.23,0.47,0.7,0.23,0.7,4.3,1,8,1,12.5,1.87,0.23,0.13,1.0,0,0,4.3,0,0,0,3,9,0,5,1,5,,,0,5,386.0,77.0,80.4,4.3,5,77.0,2,0,,0,1.0,3.0,5.0,-2.0,-0.47,0.49,386,True
285,Endrick,FW,br Brazil,19,,2006,4,0,114,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,0,3,0,0.0,2.37,0.0,0.0,,0,0,1.3,0,0,0,1,1,1,0,1,1,,,0,4,114.0,29.0,25.3,1.3,0,,0,4,29.0,1,2.25,3.0,2.0,1.0,0.79,-0.55,114,True
286,Sherzod Esanov,MF,uz Uzbekistan,23,,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,0,0,0,1,0,,,0,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,3.01,1,True
287,Fidel Escobar,DF,pa Panama,31,,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,1,0,0,1,1,2,,,0,1,90.0,90.0,33.3,1.0,1,90.0,1,0,,2,0.0,0.0,2.0,-2.0,-2.0,-1.0,90,True
288,Pervis Estupiñán,MF,ec Ecuador,28,,1998,2,1,89,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,3,0,0,2,0,1,,,0,2,89.0,45.0,24.7,1.0,1,69.0,0,1,20.0,2,2.0,1.0,0.0,1.0,1.01,2.01,89,True
289,Derrick Etienne,"FW,MF",ht Haiti,29,,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,0,0,0,2,0,0,,,0,1,10.0,10.0,3.7,0.1,0,,0,1,10.0,2,0.0,0.0,0.0,0.0,0.0,2.08,10,True
290,Stephen Eustáquio,MF,ca Canada,29,,1996,5,4,392,4.4,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,4.4,1,4,1,25.0,0.92,0.23,0.25,1.0,0,0,4.4,0,0,0,2,7,0,45,3,5,,,0,5,392.0,78.0,87.1,4.4,4,90.0,3,1,33.0,0,1.4,9.0,4.0,5.0,1.15,4.25,392,True
291,Martin Expérience,"DF,MF",ht Haiti,27,,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,0.0,0.33,0.0,0.0,,0,0,3.0,0,0,0,7,6,0,6,4,6,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,2.0,8.0,-6.0,-2.0,,270,True
292,Saeid Ezatolahi,MF,ir IR Iran,29,,1996,3,3,264,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.9,0,6,2,33.3,2.05,0.68,0.0,0.0,0,0,2.9,2,0,0,7,4,0,0,7,5,,,0,3,264.0,88.0,97.8,2.9,3,88.0,2,0,,0,1.0,3.0,3.0,0.0,0.0,0.0,264,True
293,Eberechi Eze,MF,eng England,27,,1998,5,1,211,2.3,0,1,1,0,0,0,0,0,0.0,0.43,0.43,0.0,0.43,2.3,0,5,0,0.0,2.13,0.0,0.0,,0,0,2.3,0,0,0,2,4,1,2,0,0,,,0,5,211.0,42.0,28.1,2.3,1,78.0,0,4,33.0,3,2.6,7.0,3.0,4.0,1.71,1.04,211,True
294,Fabinho,"DF,MF",br Brazil,32,,1993,3,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,0,0.0,1.27,0.0,0.0,,0,0,0.8,1,0,0,4,0,0,0,2,1,,,0,3,71.0,24.0,15.8,0.8,0,,0,3,24.0,2,2.33,1.0,0.0,1.0,1.27,0.08,71,True
295,José Fajardo,FW,pa Panama,32,,1993,3,1,155,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.7,0,1,0,0.0,0.58,0.0,0.0,,0,0,1.7,1,0,0,4,3,1,0,0,2,,,0,3,155.0,52.0,57.4,1.7,1,82.0,0,2,37.0,0,0.0,0.0,4.0,-4.0,-2.32,-2.32,155,True
296,Odeh Al-Fakhouri,"MF,FW",jo Jordan,20,,2005,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6,0,2,1,50.0,1.22,0.61,0.0,0.0,0,0,1.6,0,0,0,2,3,1,1,2,1,,,0,3,148.0,49.0,54.8,1.6,2,67.0,0,1,15.0,0,0.0,1.0,5.0,-4.0,-2.43,-1.69,148,True
297,Henrik Falchener,DF,no Norway,23,,2003,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,0,,0.0,0.0,,,0,0,0.7,0,0,0,0,0,0,0,1,0,,,0,1,65.0,65.0,11.4,0.7,1,65.0,0,0,,5,0.0,1.0,3.0,-2.0,-2.77,-3.48,65,True
298,Marko Farji,MF,iq Iraq,22,,2004,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,0,0,,0.0,0.0,,,0,0,0.6,0,0,0,0,2,0,2,1,1,,,0,2,54.0,27.0,20.0,0.6,0,,0,2,27.0,1,0.0,0.0,2.0,-2.0,-3.33,0.42,54,True
299,Christian Fassnacht,"FW,MF",ch Switzerland,32,,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,0,0,0,0,0,1,,,0,1,6.0,6.0,1.0,0.1,0,,0,1,6.0,5,3.0,0.0,0.0,0.0,0.0,-0.61,6,True
300,Abdul Fatawu Issahaku,"FW,MF",gh Ghana,22,,2004,4,0,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5,0,3,0,0.0,2.05,0.0,0.0,,0,0,1.5,1,0,0,1,7,0,7,0,0,,,0,4,132.0,33.0,36.7,1.5,0,,0,4,33.0,0,1.0,2.0,1.0,1.0,0.68,1.47,132,True
301,Ahmed Fathy,MF,qa Qatar,33,,1993,3,1,150,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.7,0,0,0,,0.0,0.0,,,0,0,1.7,2,0,0,2,1,0,0,3,3,,,0,3,150.0,50.0,55.6,1.7,1,78.0,0,2,36.0,0,0.33,2.0,4.0,-2.0,-1.2,3.3,150,True
302,Hamdy Fathy,"DF,MF",eg Egypt,31,,1994,4,3,238,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.6,0,0,0,,0.0,0.0,,,0,0,2.6,1,0,0,3,2,1,1,2,3,,,0,4,238.0,60.0,49.6,2.6,3,64.0,0,1,45.0,0,1.25,3.0,6.0,-3.0,-1.13,-2.62,238,True
303,Ahmed Fatouh,DF,eg Egypt,28,,1998,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,1,100.0,0.34,0.34,0.0,0.0,0,0,3.0,1,0,0,2,3,0,8,4,5,,,0,3,267.0,89.0,55.6,3.0,3,89.0,2,0,,0,1.67,5.0,3.0,2.0,0.67,1.1,267,True
304,Abbosbek Fayzullayev,MF,uz Uzbekistan,22,,2003,3,3,220,2.4,1,0,1,1,0,0,0,0,0.41,0.0,0.41,0.41,0.41,2.4,1,3,2,66.7,1.23,0.82,0.33,0.5,0,0,2.4,0,0,0,6,4,0,10,1,6,,,0,3,220.0,73.0,81.5,2.4,3,73.0,0,0,,0,0.0,2.0,7.0,-5.0,-2.05,5.15,220,True
305,João Félix,MF,pt Portugal,26,,1999,3,3,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.2,0,6,1,16.7,2.69,0.45,0.0,0.0,0,0,2.2,0,0,0,3,6,0,4,3,4,,,0,3,201.0,67.0,44.7,2.2,3,67.0,0,0,,2,1.33,4.0,0.0,4.0,1.79,1.43,201,True
306,Lewis Ferguson,MF,sct Scotland,26,,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,2,1,50.0,0.67,0.33,0.0,0.0,0,0,3.0,0,0,0,5,10,0,9,4,7,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,1.0,4.0,-3.0,-1.0,,270,True
307,Bruno Fernandes,MF,pt Portugal,31,,1994,5,5,422,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,4.7,0,9,3,33.3,1.92,0.64,0.0,0.0,0,0,4.7,0,0,0,2,8,1,22,0,5,,,0,5,422.0,84.0,93.8,4.7,5,84.0,4,0,,0,1.6,6.0,3.0,3.0,0.64,-5.79,422,True
308,Enzo Fernández,MF,ar Argentina,25,,2001,7,7,659,7.3,2,0,2,2,0,0,2,1,0.27,0.0,0.27,0.27,0.27,7.3,2,12,4,33.3,1.64,0.55,0.17,0.5,0,0,7.3,2,1,1,12,6,1,5,6,7,,,0,7,659.0,94.0,81.4,7.3,7,94.0,5,0,,1,2.57,14.0,6.0,8.0,1.09,-0.7,659,True
309,Matias Fernandez-Pardo,"FW,MF",be Belgium,21,,2005,3,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,3,0,0.0,6.14,0.0,0.0,,0,0,0.5,0,0,0,0,0,0,2,0,1,,,0,3,44.0,15.0,7.7,0.5,0,,0,3,15.0,3,1.67,3.0,1.0,2.0,4.09,3.24,44,True
310,Álvaro Fidalgo,MF,mx Mexico,29,,1997,3,1,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,0.94,0.94,1.1,1,3,2,66.7,2.81,1.87,0.33,0.5,0,0,1.1,0,0,0,0,2,0,4,1,0,,,0,3,96.0,32.0,21.3,1.1,1,65.0,0,2,16.0,2,2.0,2.0,0.0,2.0,1.87,0.6,96,True
311,Sherel Floranus,DF,cw Curaçao,27,,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,2,0,0.0,0.67,0.0,0.0,,0,0,3.0,0,0,0,2,0,1,0,4,6,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,9.0,-8.0,-2.67,,270,True
312,Seko Fofana,MF,ci Côte d'Ivoire,31,,1995,2,1,92,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0,5,1,20.0,4.89,0.98,0.0,0.0,0,0,1.0,1,0,0,1,0,0,0,2,0,,,0,2,92.0,46.0,25.6,1.0,1,76.0,0,1,16.0,2,1.5,0.0,1.0,-1.0,-0.98,-1.65,92,True
313,Yahia Fofana,GK,ci Côte d'Ivoire,25,,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,,0.0,0.0,,,0,0,4.0,0,0,0,0,3,0,0,0,0,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,5.0,4.0,1.0,0.25,,360,True
314,Deveron Fonville,DF,cw Curaçao,23,,2003,3,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.7,0,0,0,,0.0,0.0,,,0,0,2.7,0,0,0,2,3,0,0,5,3,,,0,3,241.0,80.0,89.3,2.7,3,80.0,1,0,,0,0.33,1.0,9.0,-8.0,-2.99,-2.99,241,True
315,Yassin Fortuné,"FW,MF",ht Haiti,27,,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,0,1,0,0,0,0,,,0,1,6.0,6.0,2.2,0.1,0,,0,1,6.0,2,0.0,0.0,0.0,0.0,0.0,2.05,6,True
316,Lyle Foster,FW,za South Africa,25,,2000,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,1,0,0.0,1.64,0.0,0.0,,0,0,0.6,0,0,0,0,1,0,0,0,0,,,0,1,55.0,55.0,15.3,0.6,1,55.0,0,0,,3,0.0,0.0,1.0,-1.0,-1.64,-1.34,55,True
317,Alan Franco,DF,ec Ecuador,27,,1998,4,4,251,2.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.8,0,0,0,,0.0,0.0,,,0,0,2.8,2,0,0,7,0,0,5,4,6,,,0,4,251.0,63.0,69.7,2.8,4,63.0,0,0,,0,1.0,1.0,3.0,-2.0,-0.72,-0.72,251,True
318,Alex Freeman,DF,us USA,21,,2004,5,4,374,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,4.2,1,4,1,25.0,0.96,0.24,0.25,1.0,0,0,4.2,0,0,0,1,1,0,4,7,6,,,0,5,374.0,75.0,83.1,4.2,4,90.0,4,1,14.0,0,1.8,9.0,6.0,3.0,0.72,0.72,374,True
319,Matt Freese,GK,us USA,27,,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,,0.0,0.0,,,0,0,4.0,0,0,0,0,2,0,0,0,0,,,0,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,1,2.25,9.0,5.0,4.0,1.0,2.0,360,True
320,Remo Freuler,MF,ch Switzerland,34,,1992,6,6,592,6.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.6,0,2,1,50.0,0.3,0.15,0.0,0.0,0,0,6.6,0,0,0,8,3,1,5,8,5,,,0,6,592.0,99.0,98.7,6.6,6,99.0,4,0,,0,1.83,10.0,4.0,6.0,0.91,23.41,592,True
321,Marco Friedl,DF,at Austria,28,,1998,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,,0.0,0.0,,,0,0,0.3,0,0,0,0,0,0,0,0,0,,,0,1,24.0,24.0,6.7,0.3,0,,0,1,24.0,3,0.0,0.0,1.0,-1.0,-3.75,-3.21,24,True
322,Juriën Gaari,DF,cw Curaçao,32,,1993,2,2,166,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.8,0,2,0,0.0,1.08,0.0,0.0,,0,0,1.8,1,0,0,4,1,0,0,2,2,,,0,2,166.0,83.0,61.5,1.8,2,83.0,1,0,,1,0.5,0.0,2.0,-2.0,-1.08,4.11,166,True
323,Jassem Gaber,MF,qa Qatar,24,,2002,3,3,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.7,0,0,0,,0.0,0.0,,,0,0,1.7,1,0,0,7,0,0,0,0,2,,,0,3,149.0,50.0,55.2,1.7,3,50.0,0,0,,0,0.33,1.0,6.0,-5.0,-3.02,-0.79,149,True
324,Cody Gakpo,FW,nl Netherlands,27,,1999,4,4,368,4.1,3,1,4,3,0,0,0,0,0.73,0.24,0.98,0.73,0.98,4.1,3,10,6,60.0,2.45,1.47,0.3,0.5,0,0,4.1,0,0,0,3,3,3,12,2,1,,,0,4,368.0,92.0,94.4,4.1,4,92.0,0,0,,0,2.0,11.0,4.0,7.0,1.71,5.8,368,True
325,Matías Galarza,MF,py Paraguay,24,,2002,4,4,388,4.3,1,1,2,1,0,0,2,0,0.23,0.23,0.46,0.23,0.46,4.3,1,2,1,50.0,0.46,0.23,0.5,1.0,0,0,4.3,2,0,0,10,9,0,4,7,11,,,0,4,388.0,97.0,80.8,4.3,4,97.0,2,0,,1,1.25,2.0,2.0,0.0,0.0,2.93,388,True
326,Hernán Galíndez,GK,ec Ecuador,39,,1987,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,,0.0,0.0,,,0,0,4.0,0,0,0,0,0,0,0,0,0,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,360,True
327,Jesús Gallardo,DF,mx Mexico,31,,1994,5,4,373,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.1,0,4,0,0.0,0.97,0.0,0.0,,0,0,4.1,0,0,0,7,3,0,16,7,1,,,0,5,373.0,75.0,82.9,4.1,4,90.0,4,1,13.0,0,2.4,8.0,3.0,5.0,1.21,-1.13,373,True
328,Ahmed Al-Ganehi,FW,qa Qatar,25,,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,1,0,0.0,2.5,0.0,0.0,,0,0,0.4,0,0,0,1,0,0,1,0,1,,,0,1,36.0,36.0,13.3,0.4,0,,0,1,36.0,2,0.0,0.0,1.0,-1.0,-2.5,0.19,36,True
329,Ben Gannon-Doak,MF,sct Scotland,20,,2005,3,2,186,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.1,0,4,0,0.0,1.94,0.0,0.0,,0,0,2.1,0,0,0,3,1,0,6,0,1,,,0,3,186.0,62.0,68.9,2.1,2,78.0,0,1,31.0,0,1.0,1.0,3.0,-2.0,-0.97,0.1,186,True
330,Eric García,"DF,MF",es Spain,25,,2001,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,0.2,0,0,0,1,0,0,0,1,0,,,0,1,22.0,22.0,2.9,0.2,0,,0,1,22.0,7,3.0,1.0,0.0,1.0,4.09,2.61,22,True
331,Gavi,FW,es Spain,21,,2004,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,0,0.0,1.18,0.0,0.0,,0,0,0.8,0,0,0,2,1,0,2,1,2,,,0,2,76.0,38.0,10.1,0.8,1,70.0,0,1,6.0,6,2.0,1.0,0.0,1.0,1.18,-0.42,76,True
