player_id,player,pos,squad,age,standard_club,born,matches_played,standard_playing_time_starts,standard_playing_time_min,standard_playing_time_90s,goals,assists,standard_performance_g+a,standard_performance_g-pk,standard_performance_pk,standard_performance_pkatt,standard_performance_crdy,standard_performance_crdr,standard_per_90_minutes_gls,standard_per_90_minutes_ast,standard_per_90_minutes_g+a,standard_per_90_minutes_g-pk,standard_per_90_minutes_g+a-pk,shooting_90s,shooting_standard_gls,shots,shots_on_target,shooting_standard_sot%,shooting_standard_sh/90,shooting_standard_sot/90,shooting_standard_g/sh,shooting_standard_g/sot,shooting_standard_pk,shooting_standard_pkatt,misc_90s,yellow_cards,red_cards,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,playingtime_playing_time_mp,playingtime_playing_time_min,playingtime_playing_time_mn/mp,playingtime_playing_time_min%,playingtime_playing_time_90s,playingtime_starts_starts,playingtime_starts_mn/start,playingtime_starts_compl,playingtime_subs_subs,playingtime_subs_mn/sub,playingtime_subs_unsub,playingtime_team_success_ppm,playingtime_team_success_ong,playingtime_team_success_onga,playingtime_team_success_+/-,playingtime_team_success_+/-90,playingtime_team_success_on-off,minutes,played
780,Chadi Riad,DF,ma Morocco,22,,2003,4,4,344,3.8,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,3.8,0,1,0,0.0,0.26,0.0,0.0,,0,0,3.8,0,0,0,0,1,0,0,4,1,,,0,4,344.0,86.0,60.4,3.8,4,86.0,3,0,,2,2.0,6.0,4.0,2.0,0.52,-0.27,344,True
781,Declan Rice,MF,eng England,27,,1999,7,7,557,6.2,1,2,3,1,0,0,2,0,0.16,0.32,0.48,0.16,0.48,6.2,1,6,3,50.0,0.97,0.48,0.17,0.33,0,0,6.2,2,0,0,4,0,1,44,5,3,,,0,7,557.0,80.0,74.3,6.2,7,80.0,3,0,,1,2.29,16.0,10.0,6.0,0.97,0.04,557,True
782,Chris Richards,DF,us USA,26,,2000,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.0,0,1,0,0.0,0.25,0.0,0.0,,0,0,4.0,1,0,0,8,3,0,0,4,3,,,0,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,1,2.25,9.0,5.0,4.0,1.0,2.0,360,True
783,Fabian Rieder,"MF,FW",ch Switzerland,24,,2002,5,3,302,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.4,0,7,2,28.6,2.09,0.6,0.0,0.0,0,0,3.4,0,0,0,3,6,0,13,1,3,,,0,5,302.0,60.0,50.3,3.4,3,86.0,0,2,23.0,1,1.6,1.0,2.0,-1.0,-0.3,-1.81,302,True
784,Richard Ríos,MF,co Colombia,26,,2000,5,0,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.6,0,5,1,20.0,3.21,0.64,0.0,0.0,0,0,1.6,1,0,0,10,4,0,1,1,2,,,0,5,140.0,28.0,29.2,1.6,0,,0,5,28.0,0,2.2,1.0,0.0,1.0,0.64,-0.15,140,True
785,Ró-Ró,DF,qa Qatar,35,,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,0,0,3.0,0,0,0,1,7,0,2,3,4,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,2.0,10.0,-8.0,-2.67,,270,True
786,Andy Robertson,DF,sct Scotland,32,,1994,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,,0.0,0.0,,,0,0,2.5,1,0,0,3,1,0,10,2,1,,,0,3,225.0,75.0,83.3,2.5,3,75.0,2,0,,0,1.0,1.0,3.0,-2.0,-0.8,1.2,225,True
787,Antonee Robinson,"DF,MF",us USA,28,,1997,4,4,348,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,3.9,0,0,0,,0.0,0.0,,,0,0,3.9,1,0,0,4,1,0,18,6,4,,,0,4,348.0,87.0,77.3,3.9,4,87.0,2,0,,1,2.25,9.0,4.0,5.0,1.29,3.06,348,True
788,Miles Robinson,DF,us USA,29,,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.0,1.0,0.0,0.0,,0,0,1.0,0,0,0,2,0,0,0,1,1,,,0,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,4,0.0,2.0,3.0,-1.0,-1.0,-2.0,90,True
789,Sergio Rochet,GK,uy Uruguay,33,,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,,0.0,0.0,,,0,0,0.5,0,0,0,0,0,0,0,0,0,,,0,1,45.0,45.0,16.7,0.5,0,,0,1,45.0,2,0.0,0.0,0.0,0.0,0.0,0.4,45,True
790,Rodri,MF,es Spain,29,,1996,8,8,724,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,7,0,0.0,0.87,0.0,0.0,,0,0,8.0,0,0,0,11,9,1,4,3,20,,,0,8,724.0,91.0,96.5,8.0,8,91.0,6,0,,0,2.75,13.0,1.0,12.0,1.49,-1.97,724,True
791,Garry Rodrigues,MF,cv Cabo Verde,35,,1990,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,0,0.0,1.18,0.0,0.0,,0,0,0.8,0,0,0,0,0,2,2,1,2,,,0,2,76.0,38.0,19.5,0.8,1,57.0,0,1,19.0,2,1.0,1.0,2.0,-1.0,-1.18,-1.18,76,True
792,Brian Rodríguez,"FW,MF",uy Uruguay,26,,2000,3,0,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,3,1,33.3,6.59,2.2,0.0,0.0,0,0,0.5,0,0,0,0,1,0,13,0,0,,,0,3,41.0,14.0,15.2,0.5,0,,0,3,14.0,0,0.67,0.0,0.0,0.0,0.0,0.39,41,True
793,James Rodríguez,"FW,MF",co Colombia,34,,1991,5,5,313,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5,0,6,3,50.0,1.73,0.86,0.0,0.0,0,0,3.5,0,0,0,0,5,0,18,1,1,,,0,5,313.0,63.0,65.2,3.5,5,63.0,0,0,,0,2.2,3.0,1.0,2.0,0.58,-0.5,313,True
794,Kevin Rodríguez,FW,ec Ecuador,26,,2000,4,0,118,1.3,0,1,1,0,0,0,0,0,0.0,0.76,0.76,0.0,0.76,1.3,0,6,1,16.7,4.58,0.76,0.0,0.0,0,0,1.3,0,0,0,3,2,0,0,0,1,,,0,4,118.0,30.0,32.8,1.3,0,,0,4,30.0,0,1.0,1.0,1.0,0.0,0.0,0.74,118,True
795,Ricardo Rodríguez,DF,ch Switzerland,33,,1992,6,6,517,5.7,0,1,1,0,0,0,0,0,0.0,0.17,0.17,0.0,0.17,5.7,0,1,0,0.0,0.17,0.0,0.0,,0,0,5.7,0,0,0,11,2,0,19,4,7,,,0,6,517.0,86.0,86.2,5.7,6,86.0,3,0,,0,1.83,10.0,3.0,7.0,1.22,4.47,517,True
796,Tomás Rodríguez,FW,pa Panama,27,,1999,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,1,100.0,1.96,1.96,0.0,0.0,0,0,0.5,0,0,0,3,1,0,0,0,0,,,0,2,46.0,23.0,17.0,0.5,1,45.0,0,1,1.0,1,0.0,0.0,0.0,0.0,0.0,1.61,46,True
797,Godfried Roemeratoe,MF,cw Curaçao,26,,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,0,0,0,0,0,0,,,0,1,7.0,7.0,2.6,0.1,0,,0,1,7.0,2,1.0,0.0,0.0,0.0,0.0,2.74,7,True
798,Morgan Rogers,MF,eng England,23,,2002,7,3,339,3.8,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,3.8,0,3,1,33.3,0.8,0.27,0.0,0.0,0,0,3.8,0,0,0,5,5,2,5,0,3,,,0,7,339.0,48.0,45.2,3.8,3,90.0,3,4,17.0,1,2.29,11.0,6.0,5.0,1.33,0.67,339,True
799,Cristian Romero,DF,ar Argentina,28,,1998,7,7,608,6.8,1,0,1,1,0,0,2,0,0.15,0.0,0.15,0.15,0.15,6.8,1,3,1,33.3,0.44,0.15,0.33,1.0,0,0,6.8,2,0,0,9,3,0,0,11,10,,,0,7,608.0,87.0,75.1,6.8,7,87.0,2,0,,1,2.57,12.0,6.0,6.0,0.89,-1.34,608,True
800,Luis Romo,MF,mx Mexico,31,,1995,4,4,264,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,2.9,1,3,1,33.3,1.02,0.34,0.33,1.0,0,0,2.9,0,0,0,1,3,0,1,4,4,,,0,4,264.0,66.0,58.7,2.9,4,66.0,0,0,,1,2.25,6.0,3.0,3.0,1.02,-0.91,264,True
801,Cristiano Ronaldo,FW,pt Portugal,41,,1985,5,5,440,4.9,3,0,3,2,1,1,0,0,0.61,0.0,0.61,0.41,0.41,4.9,3,18,9,50.0,3.68,1.84,0.17,0.33,1,1,4.9,0,0,0,2,5,6,0,1,1,,,0,5,440.0,88.0,97.8,4.9,5,88.0,4,0,,0,1.6,7.0,3.0,4.0,0.82,-8.18,440,True
802,Eloy Room,GK,cw Curaçao,37,,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,,0.0,0.0,,,0,0,3.0,0,0,0,0,0,0,0,0,0,,,0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,1.0,9.0,-8.0,-2.67,,270,True
803,Marten de Roon,"DF,MF",nl Netherlands,35,,1991,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,0,0,0,0,0,0,,,0,1,11.0,11.0,2.8,0.1,0,,0,1,11.0,3,1.0,0.0,0.0,0.0,0.0,-1.42,11,True
804,Saed Al-Rosan,DF,jo Jordan,29,,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,0,0,0,0,0,0,,,0,1,10.0,10.0,3.7,0.1,0,,0,1,10.0,2,0.0,0.0,1.0,-1.0,-9.0,-7.62,10,True
805,Antonio Rüdiger,DF,de Germany,33,,1993,4,2,262,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.9,0,1,0,0.0,0.34,0.0,0.0,,0,0,2.9,0,0,0,1,0,0,3,0,0,,,0,4,262.0,66.0,67.2,2.9,2,100.0,1,2,32.0,0,1.75,6.0,3.0,3.0,1.03,-1.08,262,True
806,Fabián Ruiz Peña,MF,es Spain,30,,1996,8,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,3.6,1,8,2,25.0,2.24,0.56,0.13,0.5,0,0,3.6,0,0,0,1,3,0,9,4,3,,,0,8,321.0,40.0,42.8,3.6,4,66.0,0,4,15.0,0,2.75,4.0,1.0,3.0,0.84,-1.26,321,True
807,Mathew Ryan,GK,au Australia,34,,1992,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,0,0,0,0,0,,,0,1,2.0,2.0,0.5,0.0,0,,0,1,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,2,True
808,Julian Ryerson,DF,no Norway,28,,1997,4,4,223,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.5,0,0,0,,0.0,0.0,,,0,0,2.5,0,0,0,6,1,0,15,0,8,,,0,4,223.0,56.0,39.1,2.5,4,56.0,1,0,,2,2.25,5.0,2.0,3.0,1.21,1.47,223,True
809,Elias Saad,"MF,FW",tn Tunisia,26,,1999,2,2,116,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3,0,1,0,0.0,0.78,0.0,0.0,,0,0,1.3,0,0,0,1,3,1,2,0,1,,,0,2,116.0,58.0,43.0,1.3,2,58.0,0,0,,1,0.0,1.0,5.0,-4.0,-3.1,0.4,116,True
810,Marwane Saâdane,"DF,MF",ma Morocco,34,,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,1,0,0,0,0,,,0,1,4.0,4.0,0.7,0.0,0,,0,1,4.0,5,3.0,1.0,0.0,1.0,22.5,22.02,4,True
811,Mustafa Saadoon,DF,iq Iraq,25,,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,0.2,0,0,0,2,0,0,0,0,1,,,0,1,18.0,18.0,6.7,0.2,0,,0,1,18.0,2,0.0,0.0,2.0,-2.0,-10.0,-6.79,18,True
812,Mahmoud Saber,MF,eg Egypt,24,,2001,2,1,46,0.5,1,0,1,1,0,0,1,0,1.96,0.0,1.96,1.96,1.96,0.5,1,3,1,33.3,5.87,1.96,0.33,1.0,0,0,0.5,1,0,0,2,1,0,1,0,0,,,0,2,46.0,23.0,9.6,0.5,1,45.0,0,1,1.0,3,1.0,1.0,1.0,0.0,0.0,-0.21,46,True
813,Marcel Sabitzer,MF,at Austria,32,,1994,4,4,360,4.0,1,0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,4.0,1,5,2,40.0,1.25,0.5,0.2,0.5,0,0,4.0,1,0,0,2,3,1,31,6,2,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,6.0,9.0,-3.0,-0.75,,360,True
814,Noah Sadiki,MF,cd Congo DR,21,,2004,4,2,259,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,2.9,0,0,0,,0.0,0.0,,,0,0,2.9,2,0,0,2,3,0,1,2,4,,,0,4,259.0,65.0,71.9,2.9,2,90.0,2,2,40.0,0,1.0,4.0,4.0,0.0,0.0,0.0,259,True
815,Michal Sadílek,MF,cz Czechia,27,,1999,3,2,183,2.0,1,0,1,1,0,0,0,0,0.49,0.0,0.49,0.49,0.49,2.0,1,7,3,42.9,3.44,1.48,0.14,0.33,0,0,2.0,0,0,0,0,3,0,12,2,2,,,0,3,183.0,61.0,67.8,2.0,2,78.0,1,1,27.0,0,0.33,1.0,5.0,-4.0,-1.97,-1.97,183,True
816,Alexis Saelemaekers,MF,be Belgium,26,,1999,4,1,83,0.9,1,0,1,1,0,0,0,0,1.08,0.0,1.08,1.08,1.08,0.9,1,4,1,25.0,4.34,1.08,0.25,1.0,0,0,0.9,0,0,0,0,2,2,1,0,2,,,0,4,83.0,21.0,14.6,0.9,1,57.0,0,3,9.0,2,1.75,3.0,2.0,1.0,1.08,-0.02,83,True
817,Ismael Saibari,FW,ma Morocco,25,,2001,5,5,381,4.2,3,0,3,3,0,0,0,0,0.71,0.0,0.71,0.71,0.71,4.2,3,10,3,30.0,2.36,0.71,0.3,1.0,0,0,4.2,0,0,0,8,3,3,5,0,2,,,0,5,381.0,76.0,66.8,4.2,5,76.0,1,0,,1,2.2,5.0,4.0,1.0,0.24,-1.19,381,True
818,Bukayo Saka,MF,eng England,24,,2001,7,3,358,4.0,3,3,6,2,1,1,0,0,0.75,0.75,1.51,0.5,1.26,4.0,3,13,7,53.8,3.27,1.76,0.23,0.43,1,1,4.0,0,0,0,4,9,4,21,1,7,,,0,7,358.0,51.0,47.7,4.0,3,69.0,1,4,38.0,1,2.71,13.0,5.0,8.0,2.01,2.01,358,True
819,Mohamed Salah,"FW,MF",eg Egypt,33,,1992,5,5,425,4.7,1,2,3,1,0,0,0,0,0.21,0.42,0.64,0.21,0.64,4.7,1,9,4,44.4,1.91,0.85,0.11,0.25,0,0,4.7,0,0,0,5,13,1,14,2,0,,,0,5,425.0,85.0,88.5,4.7,5,85.0,2,0,,0,1.2,8.0,7.0,1.0,0.21,0.21,425,True
820,Anass Salah-Eddine,DF,ma Morocco,24,,2002,4,2,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.4,0,1,0,0.0,0.42,0.0,0.0,,0,0,2.4,0,0,0,3,2,0,3,0,5,,,0,4,212.0,53.0,37.2,2.4,2,78.0,0,2,29.0,2,1.25,4.0,4.0,0.0,0.0,-1.01,212,True
821,Nathan Saliba,MF,ca Canada,22,,2004,3,2,182,2.0,1,2,3,1,0,0,1,0,0.49,0.99,1.48,0.49,1.48,2.0,1,3,1,33.3,1.48,0.49,0.33,1.0,0,0,2.0,1,0,0,5,2,0,2,4,4,,,0,3,182.0,61.0,40.4,2.0,2,74.0,1,1,34.0,2,2.0,4.0,2.0,2.0,0.99,0.65,182,True
822,William Saliba,DF,fr France,25,,2001,6,6,479,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.3,0,1,0,0.0,0.19,0.0,0.0,,0,0,5.3,0,0,0,4,0,0,0,6,0,,,0,6,479.0,80.0,66.5,5.3,6,80.0,5,0,,2,2.5,12.0,2.0,10.0,1.88,1.88,479,True
823,Shurandy Sambo,DF,cw Curaçao,24,,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,0.0,0,0,0,0,0,0,0,1,0,,,0,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,0.0,0.0,0.0,0.0,0.0,2.68,1,True
824,Antonio Sanabria,FW,py Paraguay,30,,1996,2,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,,0.0,0.0,,,0,0,0.9,0,0,0,1,2,0,0,0,2,,,0,2,83.0,42.0,17.3,0.9,1,61.0,0,1,22.0,3,0.5,0.0,3.0,-3.0,-3.25,-3.25,83,True
825,Davinson Sánchez,DF,co Colombia,30,,1996,5,5,480,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,5.3,0,6,2,33.3,1.13,0.37,0.0,0.0,0,0,5.3,1,0,0,6,5,1,0,6,2,,,0,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,2.2,5.0,1.0,4.0,0.75,,480,True
826,Jorge Sánchez,DF,mx Mexico,28,,1997,4,4,348,3.9,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,3.9,0,1,1,100.0,0.26,0.26,0.0,0.0,0,0,3.9,1,0,0,5,1,1,6,5,4,,,0,4,348.0,87.0,77.3,3.9,4,87.0,3,0,,1,2.25,8.0,3.0,5.0,1.29,-0.47,348,True
827,Alex Sandro,"DF,MF",br Brazil,35,,1991,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,1,0,0,0,0,0,,,0,1,9.0,9.0,2.0,0.1,0,,0,1,9.0,4,3.0,0.0,0.0,0.0,0.0,-1.22,9,True
828,Leroy Sané,MF,de Germany,30,,1996,4,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28,3.6,1,6,2,33.3,1.66,0.55,0.17,0.5,0,0,3.6,0,0,0,3,2,1,10,2,3,,,0,4,326.0,82.0,83.6,3.6,4,82.0,2,0,,0,1.75,9.0,5.0,4.0,1.1,-1.71,326,True
829,Ibrahim Sangaré,MF,ci Côte d'Ivoire,28,,1997,4,3,268,3.0,0,1,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,3.0,0,1,0,0.0,0.34,0.0,0.0,,0,0,3.0,0,0,0,2,4,0,0,6,5,,,0,4,268.0,67.0,74.4,3.0,3,85.0,2,1,14.0,0,1.5,5.0,3.0,2.0,0.67,1.65,268,True
830,Kaishū Sano,MF,jp Japan,25,,2000,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67,3.0,1,1,1,100.0,0.33,0.33,1.0,1.0,0,0,3.0,1,0,0,4,1,0,1,4,2,,,0,3,270.0,90.0,75.0,3.0,3,90.0,3,0,,1,1.33,7.0,4.0,3.0,1.0,1.0,270,True
831,Danilo Santos,MF,br Brazil,25,,2001,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,2,1,50.0,3.91,1.96,0.0,0.0,0,0,0.5,0,0,0,0,0,0,0,1,2,,,0,4,46.0,12.0,10.2,0.5,0,,0,4,12.0,1,1.75,1.0,2.0,-1.0,-1.96,-3.52,46,True
832,Douglas Santos,DF,br Brazil,32,,1994,5,5,441,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,4.9,0,2,0,0.0,0.41,0.0,0.0,,0,0,4.9,1,0,0,3,2,1,6,6,10,,,0,5,441.0,88.0,98.0,4.9,5,88.0,4,0,,0,2.0,10.0,4.0,6.0,1.22,1.22,441,True
833,Bara Sapoko Ndiaye,MF,sn Senegal,18,,2007,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,1,100.0,3.46,3.46,0.0,0.0,0,0,0.3,0,0,0,0,2,0,0,0,0,,,0,1,26.0,26.0,6.7,0.3,0,,0,1,26.0,3,0.0,0.0,1.0,-1.0,-3.46,-3.96,26,True
834,Ismaila Sarr,"MF,FW",sn Senegal,28,,1998,4,4,364,4.0,4,1,5,4,0,0,0,0,0.99,0.25,1.24,0.99,1.24,4.0,4,17,6,35.3,4.2,1.48,0.24,0.67,0,0,4.0,0,0,0,1,9,2,2,2,1,,,0,4,364.0,91.0,93.3,4.0,4,91.0,2,0,,0,0.75,8.0,7.0,1.0,0.25,0.25,364,True
835,Farrukh Sayfiev,"DF,MF",uz Uzbekistan,35,,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,0,0,,0.0,0.0,,,0,0,0.5,0,0,0,0,2,0,2,0,0,,,0,1,45.0,45.0,16.7,0.5,0,,0,1,45.0,2,0.0,1.0,2.0,-1.0,-2.0,1.2,45,True
836,Amine Sbai,"FW,MF",ma Morocco,25,,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,2,0,0,2,0,0,,,0,1,6.0,6.0,1.1,0.1,0,,0,1,6.0,5,0.0,0.0,0.0,0.0,0.0,-0.64,6,True
837,Joe Scally,DF,us USA,23,,2002,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,0,2,1,4,1,1,,,0,2,87.0,44.0,19.3,1.0,1,76.0,0,1,11.0,3,1.5,2.0,2.0,0.0,0.0,-0.74,87,True
838,Patrik Schick,FW,cz Czechia,30,,1996,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,0,0,2.0,0,0,0,1,3,0,0,0,0,,,0,3,180.0,60.0,66.7,2.0,2,77.0,1,1,27.0,0,0.33,2.0,2.0,0.0,0.0,4.0,180,True
839,Andreas Schjelderup,FW,no Norway,22,,2004,6,2,252,2.8,1,3,4,1,0,0,0,0,0.36,1.07,1.43,0.36,1.43,2.8,1,3,2,66.7,1.07,0.71,0.33,0.5,0,0,2.8,0,0,0,2,3,0,4,5,3,,,0,6,252.0,42.0,44.2,2.8,2,75.0,0,4,26.0,0,2.0,7.0,7.0,0.0,0.0,-0.57,252,True
840,Alexander Schlager,GK,at Austria,30,,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,,0.0,0.0,,,0,0,4.0,0,0,0,0,1,0,0,0,0,,,0,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,6.0,9.0,-3.0,-0.75,,360,True
841,Xaver Schlager,MF,at Austria,28,,1997,4,4,238,2.6,0,1,1,0,0,0,0,0,0.0,0.38,0.38,0.0,0.38,2.6,0,1,0,0.0,0.38,0.0,0.0,,0,0,2.6,0,0,0,6,0,0,1,7,3,,,0,4,238.0,60.0,66.1,2.6,4,60.0,1,0,,0,1.0,2.0,5.0,-3.0,-1.13,-1.13,238,True
842,Nico Schlotterbeck,DF,de Germany,26,,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0.0,0.67,0.67,0.67,1.5,1,2,2,100.0,1.33,1.33,0.5,0.5,0,0,1.5,0,0,0,2,1,0,0,3,2,,,0,2,135.0,68.0,34.6,1.5,2,68.0,1,0,,0,3.0,7.0,2.0,5.0,3.33,2.98,135,True
843,Romano Schmid,"MF,FW",at Austria,26,,2000,4,4,263,2.9,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,2.9,1,2,1,50.0,0.68,0.34,0.5,1.0,0,0,2.9,0,0,0,3,4,0,3,0,4,,,0,4,263.0,66.0,73.1,2.9,4,66.0,0,0,,0,1.0,3.0,4.0,-1.0,-0.34,1.51,263,True
844,Kamogelo Sebelebele,"DF,MF",za South Africa,23,,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,0.1,0,0,0,1,0,0,1,0,0,,,0,1,7.0,7.0,1.9,0.1,0,,0,1,7.0,3,1.0,0.0,0.0,0.0,0.0,0.51,7,True
845,Abdoulaye Seck,DF,sn Senegal,34,,1992,1,1,57,0.6,0,1,1,0,0,0,1,0,0.0,1.58,1.58,0.0,1.58,0.6,0,2,0,0.0,3.16,0.0,0.0,,0,0,0.6,1,0,0,1,1,0,0,0,0,,,0,1,57.0,57.0,14.6,0.6,1,57.0,0,0,,3,3.0,2.0,0.0,2.0,3.16,3.43,57,True
846,Alidu Seidu,DF,gh Ghana,26,,2000,1,0,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,,0.0,0.0,,,0,0,0.9,1,0,0,1,0,0,1,1,1,,,0,1,78.0,78.0,21.7,0.9,0,,0,1,78.0,3,0.0,0.0,1.0,-1.0,-1.15,-1.15,78,True
847,Nicolas Seiwald,MF,at Austria,25,,2001,4,4,315,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.5,0,3,0,0.0,0.86,0.0,0.0,,0,0,3.5,0,0,0,1,1,0,3,4,5,,,0,4,315.0,79.0,87.5,3.5,4,79.0,3,0,,0,1.0,6.0,7.0,-1.0,-0.29,3.71,315,True
848,Ayumu Seko,DF,jp Japan,26,,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,1,0,0,0,1,1,,,0,2,86.0,43.0,23.9,1.0,1,74.0,0,1,12.0,2,2.0,2.0,1.0,1.0,1.05,0.39,86,True
849,Egil Selvik,GK,no Norway,28,,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,,0.0,0.0,,,0,0,1.0,0,0,0,0,0,0,0,0,0,,,0,1,90.0,90.0,15.8,1.0,1,90.0,1,0,,5,0.0,1.0,4.0,-3.0,-3.0,-3.94,90,True
